elev_ft_NAVD88,elev_ft_NGVD29,area_ft2,area_m2,area_km2,area_mi2,area_acre,volume_ft3,volume_m3,volume_km3,volume_mi3,volume_acreft
4170,4166.52,0,0,0,0,0,0,0,0,0,0
4170.01,4166.53,0,0,0,0,0,0,0,0,0,0
4170.02,4166.54,0,0,0,0,0,0,0,0,0,0
4170.03,4166.55,0,0,0,0,0,0,0,0,0,0
4170.04,4166.56,0,0,0,0,0,0,0,0,0,0
4170.05,4166.57,0,0,0,0,0,0,0,0,0,0
4170.06,4166.58,0,0,0,0,0,0,0,0,0,0
4170.07,4166.59,0,0,0,0,0,0,0,0,0,0
4170.08,4166.6,0,0,0,0,0,0,0,0,0,0
4170.09,4166.61,9687.52,900,0,0,0.22,4.86,0.14,0,0,0
4170.1,4166.62,168186.1,15625,0.02,0.01,3.86,993.09,28.12,0,0,0.02
4170.11,4166.63,261293.93,24275,0.02,0.01,6,3119.33,88.33,0,0,0.07
4170.12,4166.64,334488.52,31075,0.03,0.01,7.68,6189.91,175.28,0,0,0.14
4170.13,4166.65,399610.17,37125,0.04,0.01,9.17,9737.32,275.73,0,0,0.22
4170.14,4166.66,470382.89,43700,0.04,0.02,10.8,14228.68,402.91,0,0,0.33
4170.15,4166.67,2972992.06,276200,0.28,0.11,68.25,28707.66,812.91,0,0,0.66
4170.16,4166.68,7806256.93,725225,0.73,0.28,179.21,90305.29,2557.16,0,0,2.07
4170.17,4166.69,11277618.04,1047725,1.05,0.4,258.9,180778.38,5119.07,0,0,4.15
4170.18,4166.7,68787845.91,6390600,6.39,2.47,1579.15,482932.46,13675.12,0,0,11.09
4170.19,4166.71,107259676.3,9964750,9.96,3.85,2462.33,1335467.14,37816.22,0,0,30.66
4170.2,4166.72,131425731.6,12209850,12.21,4.71,3017.11,2562671.71,72566.78,0,0,58.83
4170.21,4166.73,144021390.5,13380025,13.38,5.17,3306.26,3905641.14,110595.44,0,0,89.66
4170.22,4166.74,156969298.3,14582925,14.58,5.63,3603.5,5446523.95,154228.38,0,0,125.04
4170.23,4166.75,171671723.6,15948825,15.95,6.16,3941.02,7041392.8,199390.04,0,0,161.65
4170.24,4166.76,198156863.3,18409375,18.41,7.11,4549.04,8948864.29,253403.62,0,0,205.44
4170.25,4166.77,230318889.5,21397325,21.4,8.26,5287.37,11056366.47,313081.43,0,0,253.82
4170.26,4166.78,245086167.3,22769250,22.77,8.79,5626.38,13377654.47,378812.99,0,0,307.11
4170.27,4166.79,266125037.5,24723825,24.72,9.55,6109.37,15996165.67,452960.97,0,0,367.22
4170.28,4166.8,280579623.7,26066700,26.07,10.06,6441.2,18662656.7,528467.59,0,0,428.44
4170.29,4166.81,292497694.4,27173925,27.17,10.49,6714.8,21611059.03,611957.04,0,0,496.12
4170.3,4166.82,302159649.5,28071550,28.07,10.84,6936.6,24508520.81,694004.02,0,0,562.64
4170.31,4166.83,309807946,28782100,28.78,11.11,7112.18,27646697.89,782867.3,0,0,634.68
4170.32,4166.84,316862612.9,29437500,29.44,11.37,7274.14,30703990.34,869440.18,0,0,704.87
4170.33,4166.85,323591133.3,30062600,30.06,11.61,7428.6,33985801.25,962370.72,0,0,780.21
4170.34,4166.86,328488981.6,30517625,30.52,11.78,7541.04,37169065.74,1052510.73,0,0,853.29
4170.35,4166.87,333380102.5,30972025,30.97,11.96,7653.32,40560891.52,1148556.54,0,0,931.15
4170.36,4166.88,338946927.9,31489200,31.49,12.16,7781.12,43841416.32,1241450.66,0,0,1006.46
4170.37,4166.89,344180072,31975375,31.98,12.35,7901.26,47343070.25,1340606.46,0,0,1086.85
4170.38,4166.9,348351625.5,32362925,32.36,12.5,7997.02,50722979.11,1436314.82,0,0,1164.44
4170.39,4166.91,355222498.6,33001250,33,12.74,8154.75,54324013.41,1538284.75,0,0,1247.11
4170.4,4166.92,361902043.3,33621800,33.62,12.98,8308.09,57824534.97,1637408.49,0,0,1327.47
4170.41,4166.93,367723166,34162600,34.16,13.19,8441.73,61564726.19,1743318.91,0,0,1413.34
4170.42,4166.94,373495313,34698850,34.7,13.4,8574.24,65183743.66,1845798.07,0,0,1496.42
4170.43,4166.95,378594177.3,35172550,35.17,13.58,8691.29,69039089.27,1954969.3,0,0,1584.92
4170.44,4166.96,383762468.9,35652700,35.65,13.77,8809.94,72760174.15,2060338.69,0,0,1670.35
4170.45,4166.97,388743468.5,36115450,36.12,13.94,8924.29,76719296.5,2172448.55,0,0,1761.24
4170.46,4166.98,393867628,36591500,36.59,14.13,9041.92,80540025.87,2280639.56,0,0,1848.95
4170.47,4166.99,399055025.5,37073425,37.07,14.31,9161.01,84602623.14,2395679.5,0,0,1942.21
4170.48,4167,405062094.9,37631500,37.63,14.53,9298.91,88527616.72,2506822.94,0,0,2032.32
4170.49,4167.01,410418485.8,38129125,38.13,14.72,9421.87,92707276.37,2625177.72,0,0,2128.27
4170.5,4167.02,415062036.7,38560525,38.56,14.89,9528.48,96736808.52,2739281.37,0,0,2220.78
4170.51,4167.03,419308130.3,38955000,38.96,15.04,9625.95,100808608.2,2854581.89,0,0,2314.25
4170.52,4167.04,425258689.1,39507825,39.51,15.25,9762.56,105135604.1,2977108.77,0,0,2413.59
4170.53,4167.05,430111598.1,39958675,39.96,15.43,9873.96,109311876.3,3095367.63,0,0,2509.46
4170.54,4167.06,434615487.3,40377100,40.38,15.59,9977.36,113743862.4,3220867.5,0,0,2611.21
4170.55,4167.07,439688249.2,40848375,40.85,15.77,10093.81,118010098.6,3341673.86,0,0,2709.15
4170.56,4167.08,445276602.4,41367550,41.37,15.97,10222.1,122546229.4,3470122.78,0,0,2813.28
4170.57,4167.09,449980162.1,41804525,41.8,16.14,10330.08,126916892.2,3593886.17,0,0,2913.62
4170.58,4167.1,454489433.3,42223450,42.22,16.3,10433.6,131553328.5,3725175.42,0,0,3020.06
4170.59,4167.11,458682245.5,42612975,42.61,16.45,10529.85,136010846.8,3851398.28,0,0,3122.39
4170.6,4167.12,464024105.1,43109250,43.11,16.64,10652.49,140738638,3985274.42,0,0,3230.92
4170.61,4167.13,469100365.3,43580850,43.58,16.83,10769.02,145293373,4114250.15,0,0,3335.49
4170.62,4167.14,473711086.3,44009200,44.01,16.99,10874.87,150126946.9,4251121.73,0,0,3446.45
4170.63,4167.15,478316425.4,44437050,44.44,17.16,10980.59,154774633.4,4382729.55,0,0,3553.15
4170.64,4167.16,483101252.7,44881575,44.88,17.33,11090.43,159703304.9,4522293.98,0,0,3666.29
4170.65,4167.17,487535714.7,45293550,45.29,17.49,11192.24,164441382.5,4656461.4,0,0,3775.06
4170.66,4167.18,491736061.6,45683775,45.68,17.64,11288.66,169461618.7,4798618.66,0,0,3890.31
4170.67,4167.19,496384994.5,46115675,46.12,17.81,11395.39,174284691.5,4935192.87,0,0,4001.04
4170.68,4167.2,502174363.7,46653525,46.65,18.01,11528.29,179404279.9,5080163.47,0.01,0,4118.57
4170.69,4167.21,507176083.8,47118200,47.12,18.19,11643.11,184331884.3,5219697.69,0.01,0,4231.69
4170.7,4167.22,512165694.5,47581750,47.58,18.37,11757.66,189556329.4,5367637.5,0.01,0,4351.63
4170.71,4167.23,517877025.3,48112350,48.11,18.58,11888.77,194584289.3,5510013.47,0.01,0,4467.05
4170.72,4167.24,523650786.9,48648750,48.65,18.78,12021.32,199922977,5661188.27,0.01,0,4589.61
4170.73,4167.25,528685067.8,49116450,49.12,18.96,12136.89,205061086.4,5806683.33,0.01,0,4707.57
4170.74,4167.26,533439756.1,49558175,49.56,19.13,12246.04,210505632.1,5960855.69,0.01,0,4832.56
4170.75,4167.27,537713835.8,49955250,49.96,19.29,12344.16,215735482.4,6108948.56,0.01,0,4952.62
4170.76,4167.28,542704792,50418925,50.42,19.47,12458.74,221008108.7,6258252.71,0.01,0,5073.66
4170.77,4167.29,547875236.4,50899275,50.9,19.65,12577.43,226598132,6416544.54,0.01,0,5201.99
4170.78,4167.3,552259915.3,51306625,51.31,19.81,12678.09,231969046.9,6568631.91,0.01,0,5325.29
4170.79,4167.31,557108787.8,51757100,51.76,19.98,12789.41,237655624.8,6729657.87,0.01,0,5455.84
4170.8,4167.32,561757989.8,52189025,52.19,20.15,12896.14,243117885.3,6884331.86,0.01,0,5581.23
4170.81,4167.33,566754058.9,52653175,52.65,20.33,13010.83,248902529.2,7048134.73,0.01,0,5714.03
4170.82,4167.34,572126864.7,53152325,53.15,20.52,13134.17,254462014.7,7205561.83,0.01,0,5841.66
4170.83,4167.35,577516892.9,53653075,53.65,20.72,13257.91,260354895.2,7372429.63,0.01,0,5976.94
4170.84,4167.36,582566781.5,54122225,54.12,20.9,13373.84,266018199.1,7532796.53,0.01,0,6106.95
4170.85,4167.37,587515758.4,54582000,54.58,21.07,13487.45,272016153.8,7702639.7,0.01,0,6244.65
4170.86,4167.38,592395577.2,55035350,55.04,21.25,13599.48,277776624.9,7865758.07,0.01,0,6376.89
4170.87,4167.39,597800405.7,55537475,55.54,21.44,13723.55,283877195.7,8038507,0.01,0,6516.94
4170.88,4167.4,602987803.2,56019400,56.02,21.63,13842.64,289737810.4,8204461.13,0.01,0,6651.48
4170.89,4167.41,609067528.9,56584225,56.58,21.85,13982.21,295949500.4,8380356.6,0.01,0,6794.08
4170.9,4167.42,614316549.8,57071875,57.07,22.04,14102.71,301922157.2,8549483.41,0.01,0,6931.2
4170.91,4167.43,619829286.5,57584025,57.58,22.23,14229.27,308248131.9,8728615.06,0.01,0,7076.42
4170.92,4167.44,627122912.2,58261625,58.26,22.49,14396.7,314331248,8900869.73,0.01,0,7216.07
4170.93,4167.45,633612742.9,58864550,58.86,22.73,14545.69,320795344.2,9083912.55,0.01,0,7364.47
4170.94,4167.46,641287411.1,59577550,59.58,23,14721.87,327014317.1,9260014.25,0.01,0,7507.23
4170.95,4167.47,648272919.8,60226525,60.23,23.25,14882.24,333627881,9447289.52,0.01,0,7659.06
4170.96,4167.48,656148604,60958200,60.96,23.54,15063.04,339994345.7,9627567.73,0.01,0,7805.22
4170.97,4167.49,665232268,61802100,61.8,23.86,15271.57,346768321.8,9819385.37,0.01,0,7960.73
4170.98,4167.5,672024833.6,62433150,62.43,24.11,15427.51,353296216.2,10004234.76,0.01,0,8110.59
4170.99,4167.51,680050136.1,63178725,63.18,24.39,15611.74,360225595.1,10200452.91,0.01,0,8269.66
4171,4167.52,688396741.4,63954150,63.95,24.69,15803.35,366904443.4,10389576.84,0.01,0,8422.99
4171.01,4167.53,696206496.6,64679700,64.68,24.97,15982.64,373662959.7,10580956.71,0.01,0,8578.14
4171.02,4167.54,705011106.2,65497675,65.5,25.29,16184.76,380842256.4,10784251.75,0.01,0,8742.96
4171.03,4167.55,720200060.2,66908775,66.91,25.83,16533.45,387792962.6,10981073.83,0.01,0,8902.52
4171.04,4167.56,733157117.4,68112525,68.11,26.3,16830.9,395242507.6,11192021.45,0.01,0,9073.54
4171.05,4167.57,744602383.3,69175825,69.18,26.71,17093.65,402458206.1,11396347.28,0.01,0,9239.19
4171.06,4167.58,756005670,70235225,70.24,27.12,17355.43,410149304.7,11614134.94,0.01,0,9415.76
4171.07,4167.59,766039787.3,71167425,71.17,27.48,17585.78,417576975,11824463.14,0.01,0,9586.27
4171.08,4167.6,776812847,72168275,72.17,27.86,17833.1,425487979.4,12048477.84,0.01,0,9767.88
4171.09,4167.61,786023794.3,73024000,73.02,28.19,18044.55,433116228.4,12264485.8,0.01,0,9943.01
4171.1,4167.62,802302594.2,74536350,74.54,28.78,18418.26,441252936.2,12494891.7,0.01,0,10129.8
4171.11,4167.63,812558448,75489150,75.49,29.15,18653.7,449136304,12718123.82,0.01,0,10310.78
4171.12,4167.64,826498519.3,76784225,76.78,29.65,18973.72,457538766.1,12956055.05,0.01,0,10503.67
4171.13,4167.65,836039111.3,77670575,77.67,29.99,19192.74,465654033.4,13185853.83,0.01,0,10689.97
4171.14,4167.66,846796563.4,78669975,78.67,30.37,19439.7,474281940.3,13430168.94,0.01,0,10888.04
4171.15,4167.67,855774472,79504050,79.5,30.7,19645.8,482591419.4,13665467.19,0.01,0,11078.8
4171.16,4167.68,867472689.8,80590850,80.59,31.12,19914.35,491425473.3,13915619.74,0.01,0,11281.61
4171.17,4167.69,879829928.1,81738875,81.74,31.56,20198.04,499946941.8,14156920.86,0.01,0,11477.23
4171.18,4167.7,898312369.5,83455950,83.46,32.22,20622.33,509045872,14414573.87,0.01,0,11686.12
4171.19,4167.71,913008336.4,84821250,84.82,32.75,20959.7,517893742.1,14665117.65,0.01,0,11889.23
4171.2,4167.72,929456129.8,86349300,86.35,33.34,21337.29,527352703.7,14932965.61,0.01,0,12106.38
4171.21,4167.73,939788407.4,87309200,87.31,33.71,21574.49,536482819.9,15191501.71,0.02,0,12315.98
4171.22,4167.74,948146045.6,88085650,88.09,34.01,21766.35,546164001.9,15465642.26,0.02,0,12538.23
4171.23,4167.75,956568267.3,88868100,88.87,34.31,21959.7,555460323.2,15728884.76,0.02,0,12751.65
4171.24,4167.76,967434165.8,89877575,89.88,34.7,22209.14,565319852.2,16008075.53,0.02,0,12977.99
4171.25,4167.77,975112601.3,90590925,90.59,34.98,22385.42,574805996,16276693.21,0.02,0,13195.76
4171.26,4167.78,983664259,91385400,91.39,35.28,22581.73,584371855.9,16547568.19,0.02,0,13415.37
4171.27,4167.79,991833259.7,92144325,92.14,35.58,22769.27,594495219.1,16834229.92,0.02,0,13647.77
4171.28,4167.8,1001997082,93088575,93.09,35.94,23002.6,604227513.3,17109817.8,0.02,0,13871.19
4171.29,4167.81,1011320512,93954750,93.95,36.28,23216.63,614547822.4,17402056.41,0.02,0,14108.11
4171.3,4167.82,1019359001,94701550,94.7,36.56,23401.17,624461816.6,17682789.46,0.02,0,14335.71
4171.31,4167.83,1028648524,95564575,95.56,36.9,23614.43,634957821.5,17980003.22,0.02,0,14576.66
4171.32,4167.84,1037590912,96395350,96.4,37.22,23819.71,645046368.6,18265679.06,0.02,0,14808.26
4171.33,4167.85,1044133755,97003200,97,37.45,23969.92,655718582.7,18567882.51,0.02,0,15053.27
4171.34,4167.86,1051788510,97714350,97.71,37.73,24145.65,665951264.7,18857639.8,0.02,0,15288.18
4171.35,4167.87,1060195662,98495400,98.5,38.03,24338.65,676779520.1,19164261.85,0.02,0,15536.76
4171.36,4167.88,1068401529,99257750,99.26,38.32,24527.03,687170869.4,19458512.09,0.02,0,15775.31
4171.37,4167.89,1076504063,100010500,100.01,38.61,24713.03,698167355.9,19769897.91,0.02,0,16027.76
4171.38,4167.9,1083900484,100697650,100.7,38.88,24882.83,708714656,20068564.19,0.02,0,16269.89
4171.39,4167.91,1091419075,101396150,101.4,39.15,25055.43,719865856.2,20384331.02,0.02,0,16525.89
4171.4,4167.92,1098761408,102078275,102.08,39.41,25223.99,730557135.4,20687074.33,0.02,0,16771.33
4171.41,4167.93,1105971613,102748125,102.75,39.67,25389.51,741857325.5,21007060.08,0.02,0.01,17030.74
4171.42,4167.94,1112654656,103369000,103.37,39.91,25542.93,752689361.5,21313789.18,0.02,0.01,17279.41
4171.43,4167.95,1120374802,104086225,104.09,40.19,25720.16,764133060.4,21637838.65,0.02,0.01,17542.13
4171.44,4167.96,1128622648,104852475,104.85,40.48,25909.51,775112362.4,21948737.86,0.02,0.01,17794.18
4171.45,4167.97,1136846545,105616500,105.62,40.78,26098.3,786727810.1,22277650.71,0.02,0.01,18060.83
4171.46,4167.98,1142838813,106173200,106.17,40.99,26235.86,797857984.8,22592822.16,0.02,0.01,18316.35
4171.47,4167.99,1148364736,106686575,106.69,41.19,26362.72,809603679.1,22925423.18,0.02,0.01,18585.99
4171.48,4168,1154252864,107233600,107.23,41.4,26497.89,820845134.6,23243745.75,0.02,0.01,18844.06
4171.49,4168.01,1161724094,107927700,107.93,41.67,26669.41,832718837.8,23579971.58,0.02,0.01,19116.64
4171.5,4168.02,1168966591,108600550,108.6,41.93,26835.67,844097652.1,23902183.72,0.02,0.01,19377.87
4171.51,4168.03,1177242693,109369425,109.37,42.23,27025.67,855554049.4,24226592.77,0.02,0.01,19640.87
4171.52,4168.04,1183908245,109988675,109.99,42.47,27178.68,867658834.6,24569362.11,0.02,0.01,19918.76
4171.53,4168.05,1190947304,110642625,110.64,42.72,27340.28,879253202.8,24897678.06,0.02,0.01,20184.93
4171.54,4168.06,1198747910,111367325,111.37,43,27519.36,891501224.2,25244503.4,0.03,0.01,20466.1
4171.55,4168.07,1206085936,112049050,112.05,43.26,27687.81,903244329,25577031.1,0.03,0.01,20735.69
4171.56,4168.08,1213191194,112709150,112.71,43.52,27850.93,915644120.8,25928154.1,0.03,0.01,21020.35
4171.57,4168.09,1224960184,113802525,113.8,43.94,28121.1,927542767.3,26265086.25,0.03,0.01,21293.51
4171.58,4168.1,1235300535,114763175,114.76,44.31,28358.48,940155918.3,26622250.91,0.03,0.01,21583.07
4171.59,4168.11,1244086846,115579450,115.58,44.63,28560.19,952259495.3,26964986.04,0.03,0.01,21860.93
4171.6,4168.12,1255289116,116620175,116.62,45.03,28817.36,965070014.9,27327739.56,0.03,0.01,22155.02
4171.61,4168.13,1265986560,117614000,117.61,45.41,29062.94,977382494,27676390.14,0.03,0.01,22437.67
4171.62,4168.14,1274403938,118396000,118.4,45.71,29256.17,990405104.3,28045149.4,0.03,0.01,22736.63
4171.63,4168.15,1283262636,119219000,119.22,46.03,29459.54,1002890312,28398691.1,0.03,0.01,23023.25
4171.64,4168.16,1296730172,120470175,120.47,46.51,29768.71,1016117510,28773243.65,0.03,0.01,23326.91
4171.65,4168.17,1307043074,121428275,121.43,46.88,30005.46,1028825894,29133105.02,0.03,0.01,23618.65
4171.66,4168.18,1319453863,122581275,122.58,47.33,30290.37,1042290818,29514389.19,0.03,0.01,23927.77
4171.67,4168.19,1329690342,123532275,123.53,47.7,30525.37,1055225007,29880644.64,0.03,0.01,24224.69
4171.68,4168.2,1339541203,124447450,124.45,48.05,30751.51,1068905960,30268046.1,0.03,0.01,24538.77
4171.69,4168.21,1350629915,125477625,125.48,48.45,31006.07,1082037650,30639894.14,0.03,0.01,24840.23
4171.7,4168.22,1361545596,126491725,126.49,48.84,31256.66,1095941943,31033619.88,0.03,0.01,25159.43
4171.71,4168.23,1371099643,127379325,127.38,49.18,31475.99,1109282949,31411395.1,0.03,0.01,25465.7
4171.72,4168.24,1383999921,128577800,128.58,49.64,31772.14,1123405506,31811301.38,0.03,0.01,25789.91
4171.73,4168.25,1395641359,129659325,129.66,50.06,32039.39,1136976600,32195591.96,0.03,0.01,26101.46
4171.74,4168.26,1406697779,130686500,130.69,50.46,32293.21,1151341183,32602351.66,0.03,0.01,26431.22
4171.75,4168.27,1417716256,131710150,131.71,50.85,32546.16,1165131010,32992836.06,0.03,0.01,26747.8
4171.76,4168.28,1428438725,132706300,132.71,51.24,32792.31,1179024460,33386254.77,0.03,0.01,27066.75
4171.77,4168.29,1442426157,134005775,134.01,51.74,33113.42,1193740566,33802968.47,0.03,0.01,27404.58
4171.78,4168.3,1453586180,135042575,135.04,52.14,33369.61,1207876027,34203240.15,0.03,0.01,27729.09
4171.79,4168.31,1468191461,136399450,136.4,52.66,33704.9,1222853101,34627343.67,0.03,0.01,28072.92
4171.8,4168.32,1483875824,137856575,137.86,53.23,34064.97,1237257844,35035240.57,0.04,0.01,28403.6
4171.81,4168.33,1501214869,139467425,139.47,53.85,34463.01,1252553991,35468379.21,0.04,0.01,28754.76
4171.82,4168.34,1518487447,141072100,141.07,54.47,34859.54,1267291880,35885709.76,0.04,0.01,29093.09
4171.83,4168.35,1534810379,142588550,142.59,55.05,35234.26,1282944910,36328954.21,0.04,0.01,29452.44
4171.84,4168.36,1548417307,143852675,143.85,55.54,35546.63,1297997048,36755183.3,0.04,0.01,29797.99
4171.85,4168.37,1564550525,145351500,145.35,56.12,35916.99,1313955780,37207084.25,0.04,0.01,30164.35
4171.86,4168.38,1581251001,146903025,146.9,56.72,36300.38,1329308309,37641819.46,0.04,0.01,30516.8
4171.87,4168.39,1601540703,148788000,148.79,57.45,36766.17,1345622317,38103780.73,0.04,0.01,30891.32
4171.88,4168.4,1619326181,150440325,150.44,58.09,37174.47,1361338819,38548822.49,0.04,0.01,31252.12
4171.89,4168.41,1642665299,152608600,152.61,58.92,37710.26,1378055265,39022179.52,0.04,0.01,31635.88
4171.9,4168.42,1659441661,154167175,154.17,59.52,38095.39,1394172970,39478582.11,0.04,0.01,32005.89
4171.91,4168.43,1682143017,156276200,156.28,60.34,38616.54,1411289222,39963260.4,0.04,0.01,32398.83
4171.92,4168.44,1699821933,157918625,157.92,60.97,39022.39,1427792838,40430590.77,0.04,0.01,32777.7
4171.93,4168.45,1716595603,159476950,159.48,61.57,39407.45,1445305997,40926508.19,0.04,0.01,33179.75
4171.94,4168.46,1738263355,161489950,161.49,62.35,39904.88,1462161917,41403814.71,0.04,0.01,33566.7
4171.95,4168.47,1770322317,164468325,164.47,63.5,40640.85,1480129561,41912601.73,0.04,0.01,33979.19
4171.96,4168.48,1792323480,166512300,166.51,64.29,41145.92,1497514440,42404886.66,0.04,0.01,34378.29
4171.97,4168.49,1816322964,168741925,168.74,65.15,41696.87,1516007974,42928565.23,0.04,0.01,34802.84
4171.98,4168.5,1845617216,171463450,171.46,66.2,42369.37,1533866867,43434272.76,0.04,0.01,35212.83
4171.99,4168.51,1885323128,175152250,175.15,67.63,43280.89,1552984476,43975623.17,0.04,0.01,35651.71
4172,4168.52,1922977978,178650500,178.65,68.98,44145.32,1571567342,44501831.34,0.04,0.01,36078.31
4172.01,4168.53,1996407222,185472300,185.47,71.61,45831.02,1590629615,45041614.79,0.05,0.01,36515.93
4172.02,4168.54,2057436172,191142075,191.14,73.8,47232.05,1611425680,45630493.77,0.05,0.01,36993.34
4172.03,4168.55,2106191843,195671625,195.67,75.55,48351.32,1631747449,46205942.19,0.05,0.01,37459.86
4172.04,4168.56,2161602301,200819425,200.82,77.54,49623.36,1653628236,46825537.09,0.05,0.01,37962.18
4172.05,4168.57,2222247787,206453575,206.45,79.71,51015.59,1675002461,47430787.74,0.05,0.01,38452.86
4172.06,4168.58,2304218463,214068900,214.07,82.65,52897.37,1698208239,48087902.17,0.05,0.01,38985.6
4172.07,4168.59,2345284126,217884025,217.88,84.13,53840.1,1720920090,48731030.18,0.05,0.01,39506.99
4172.08,4168.6,2390863367,222118475,222.12,85.76,54886.45,1745183301,49418087.8,0.05,0.01,40064
4172.09,4168.61,2444399290,227092125,227.09,87.68,56115.46,1768779762,50086265.19,0.05,0.01,40605.7
4172.1,4168.62,2503081977,232543925,232.54,89.79,57462.63,1794124212,50803940.09,0.05,0.01,41187.53
4172.11,4168.63,2554052860,237279275,237.28,91.61,58632.75,1818811668,51503010.98,0.05,0.01,41754.28
4172.12,4168.64,2616921631,243119975,243.12,93.87,60076.01,1845349640,52254482.66,0.05,0.01,42363.51
4172.13,4168.65,2665875896,247667975,247.67,95.63,61199.84,1871123839,52984326.71,0.05,0.01,42955.2
4172.14,4168.66,2737216941,254295775,254.3,98.18,62837.6,1898779335,53767443.14,0.05,0.01,43590.09
4172.15,4168.67,2797906828,259934050,259.93,100.36,64230.85,1925801043,54532612.7,0.05,0.01,44210.42
4172.16,4168.68,2890443090,268530950,268.53,103.68,66355.18,1954905052,55356746.47,0.06,0.01,44878.56
4172.17,4168.69,2953058910,274348150,274.35,105.93,67792.63,1983460689,56165352.06,0.06,0.01,45534.11
4172.18,4168.7,3001554362,278853525,278.85,107.67,68905.93,2013991111,57029877.33,0.06,0.01,46234.99
4172.19,4168.71,3054162167,283740950,283.74,109.55,70113.64,2043552502,57866962.69,0.06,0.01,46913.63
4172.2,4168.72,3092788460,287329450,287.33,110.94,71000.37,2075065830,58759320.79,0.06,0.01,47637.08
4172.21,4168.73,3123911230,290220850,290.22,112.05,71714.85,2105402347,59618355.28,0.06,0.01,48333.51
4172.22,4168.74,3152882834,292912400,292.91,113.09,72379.94,2137585349,60529676.39,0.06,0.01,49072.33
4172.23,4168.75,3180314928,295460925,295.46,114.08,73009.69,2168504534,61405210.22,0.06,0.01,49782.14
4172.24,4168.76,3209044613,298130000,298.13,115.11,73669.23,2201250855,62332482.78,0.06,0.01,50533.9
4172.25,4168.77,3235346228,300573500,300.57,116.05,74273.03,2232717321,63223513.87,0.06,0.02,51256.27
4172.26,4168.78,3264475522,303279700,303.28,117.1,74941.75,2264446202,64121975.71,0.06,0.02,51984.67
4172.27,4168.79,3294981521,306113800,306.11,118.19,75642.06,2298069347,65074077.16,0.07,0.02,52756.55
4172.28,4168.8,3318454380,308294500,308.29,119.03,76180.93,2330361461,65988488,0.07,0.02,53497.88
4172.29,4168.81,3340174875,310312400,310.31,119.81,76679.56,2364500077,66955185.94,0.07,0.02,54281.59
4172.3,4168.82,3361476923,312291425,312.29,120.58,77168.58,2397215949,67881596.29,0.07,0.02,55032.65
4172.31,4168.83,3384556092,314435550,314.44,121.4,77698.41,2431796147,68860798.44,0.07,0.02,55826.5
4172.32,4168.84,3409617974,316763875,316.76,122.3,78273.75,2464961093,69799925.12,0.07,0.02,56587.87
4172.33,4168.85,3434032406,319032050,319.03,123.18,78834.22,2500039704,70793240.78,0.07,0.02,57393.16
4172.34,4168.86,3457883886,321247925,321.25,124.03,79381.77,2533690620,71746128.59,0.07,0.02,58165.68
4172.35,4168.87,3480044087,323306675,323.31,124.83,79890.5,2569254303,72753179.97,0.07,0.02,58982.11
4172.36,4168.88,3500253598,325184200,325.18,125.55,80354.44,2603346211,73718555.29,0.07,0.02,59764.76
4172.37,4168.89,3520695340,327083300,327.08,126.29,80823.72,2639343518,74737885.5,0.07,0.02,60591.15
4172.38,4168.9,3538060757,328696600,328.7,126.91,81222.37,2673806744,75713775.38,0.08,0.02,61382.31
4172.39,4168.91,3558809270,330624200,330.62,127.65,81698.69,2710186695,76743940.87,0.08,0.02,62217.48
4172.4,4168.92,3578987028,332498775,332.5,128.38,82161.91,2745034525,77730721.53,0.08,0.02,63017.48
4172.41,4168.93,3600035316,334454225,334.45,129.13,82645.11,2781836891,78772848.47,0.08,0.02,63862.35
4172.42,4168.94,3620428621,336348825,336.35,129.87,83113.27,2817092336,79771171.5,0.08,0.02,64671.71
4172.43,4168.95,3640803627,338241725,338.24,130.6,83581.02,2854320000,80825341.56,0.08,0.02,65526.34
4172.44,4168.96,3658783394,339912100,339.91,131.24,83993.77,2889959531,81834540.69,0.08,0.02,66344.51
4172.45,4168.97,3677702043,341669700,341.67,131.92,84428.08,2927572280,82899615.14,0.08,0.02,67207.98
4172.46,4168.98,3694410592,343221975,343.22,132.52,84811.66,2963566873,83918868.52,0.08,0.02,68034.31
4172.47,4168.99,3710984861,344761775,344.76,133.11,85192.15,3001532618,84993938.69,0.08,0.02,68905.88
4172.48,4169,3728222456,346363200,346.36,133.73,85587.87,3037854806,86022468.51,0.09,0.02,69739.73
4172.49,4169.01,3747447608,348149275,348.15,134.42,86029.22,3076177134,87107635.98,0.09,0.02,70619.49
4172.5,4169.02,3765541472,349830250,349.83,135.07,86444.59,3112857971,88146321.63,0.09,0.02,71461.57
4172.51,4169.03,3784433480,351585375,351.59,135.75,86878.29,3149718260,89190088.77,0.09,0.02,72307.77
4172.52,4169.04,3803386843,353346200,353.35,136.43,87313.4,3188623410,90291759.95,0.09,0.02,73200.91
4172.53,4169.05,3820081130,354897150,354.9,137.03,87696.64,3225844990,91345757.7,0.09,0.02,74055.4
4172.54,4169.06,3836450616,356417925,356.42,137.61,88072.44,3265100299,92457344.27,0.09,0.02,74956.58
4172.55,4169.07,3852551542,357913750,357.91,138.19,88442.06,3302637984,93520293.14,0.09,0.02,75818.33
4172.56,4169.08,3869690378,359506000,359.51,138.81,88835.51,3342227040,94641330.35,0.09,0.02,76727.17
